year,state,Auto,Bus,Truck,Motorcycle
2008,Wyoming,"261,294","3,329","399,418","30,595"
2009,Alabama,"2,171,584","8,884","2,430,377","122,471"
2009,Alaska,"236,223","2,698","456,361","29,177"
2009,Arizona,"2,228,172","5,029","2,124,433","138,475"
2009,Arkansas,"947,406","7,836","1,082,159","76,067"
2009,California,"19,972,837","59,535","14,400,834","776,224"
2009,Colorado,"640,899","5,739","782,836","94,746"
2009,Connecticut,"1,983,114","10,905","1,077,556","65,356"
2009,Delaware,"463,779","2,254","377,324","25,676"
2009,District of Columbia,"166,519","2,900","48,229","1,525"
2009,Florida,"7,597,789","51,590","7,665,378","669,746"
2009,Georgia,"4,134,274","23,564","4,349,455","197,171"
2009,Hawaii,"448,535","4,605","442,196","49,879"
2009,Idaho,"563,021","3,895","808,051","56,395"
2009,Illinois,"5,824,074","18,197","4,048,601","348,873"
2009,Indiana,"3,135,608","33,389","2,678,591","204,971"
2009,Iowa,"1,736,330","6,923","1,619,855","184,780"
2009,Kansas,"874,869","3,911","1,546,483","85,548"
2009,Kentucky,"1,952,420","14,591","1,617,490","68,251"
2009,Louisiana,"1,940,586","23,397","2,069,428","71,094"
2009,Maine,"538,469","3,586","513,865","54,891"
2009,Maryland,"2,597,592","12,050","1,873,956","82,909"
2009,Massachusetts,"3,128,371","11,786","2,121,646","158,217"
2009,Michigan,"4,371,772","26,490","3,514,862","267,388"
2009,Minnesota,"2,506,177","18,501","2,271,417","251,379"
2009,Mississippi,"1,155,792","9,591","860,307","28,085"
2009,Missouri,"2,559,639","10,541","2,334,021","104,034"
2009,Montana,"370,107","2,396","552,447","125,848"
2009,Nebraska,"784,194","7,542","1,001,287","50,582"
2009,Nevada,"706,912","2,766","687,663","68,738"
2009,New Hampshire,"639,635","2,034","570,824","80,826"
2009,New Jersey,"3,705,322","23,988","2,384,497","157,821"
2009,New Mexico,"698,100","3,398","919,206","54,049"
2009,New York,"8,725,551","71,439","2,448,218","345,430"
2009,North Carolina,"3,451,087","35,332","2,560,820","128,048"
2009,North Dakota,"347,356","2,464","372,251","32,313"
2009,Ohio,"6,318,803","49,365","4,653,961","387,424"
2009,Oklahoma,"1,670,353","19,673","1,706,369","124,527"
2009,Oregon,"1,439,985","15,838","1,590,550","104,863"
2009,Pennsylvania,"5,818,056","32,934","4,006,321","409,854"
2009,Rhode Island,"481,905","1,717","305,001","33,964"
2009,South Carolina,"1,974,494","19,205","1,620,701","106,263"
2009,South Dakota,"401,661","2,569","521,938","62,517"
2009,Tennessee,"2,854,803","20,692","2,264,167","162,494"
2009,Texas,"8,830,974","92,639","9,284,557","439,145"
2009,Utah,"1,217,120","1,339","1,235,420","59,643"
2009,Vermont,"292,317","1,950","263,103","28,821"
2009,Virginia,"3,732,468","16,559","2,552,808","78,954"
2009,Washington,"3,101,571","12,859","2,466,238","229,813"
2009,West Virginia,"700,103","2,711","709,664","49,033"
2009,Wisconsin,"2,526,673","14,747","2,332,896","365,311"
2009,Wyoming,"214,199","3,450","434,675","30,115"
2010,Alabama,"2,211,550","8,813","2,433,475","123,289"
2010,Alaska,"228,407","2,795","479,242","30,194"
2010,Arizona,"2,201,251","5,078","2,113,681","136,620"
2010,Arkansas,"945,198","7,866","1,120,347","75,694"
2010,California,"17,977,605","55,532","12,980,991","760,051"
2010,Colorado,"1,890,748","9,343","2,280,207","110,563"
2010,Connecticut,"1,985,500","11,064","1,085,447","65,567"
2010,Delaware,"434,037","2,253","362,722","26,959"
2010,District of Columbia,"160,090","2,778","48,785","1,579"
2010,Florida,"7,295,121","52,512","7,025,174","600,859"
2010,Georgia,"3,738,952","23,582","3,939,408","196,958"
2010,Hawaii,"450,398","4,749","449,320","54,991"
2010,Idaho,"541,038","3,838","780,109","53,205"
2010,Illinois,"5,772,947","18,893","4,286,778","350,281"
2010,Indiana,"2,986,033","33,389","2,678,591","204,971"
2010,Iowa,"1,691,090","6,990","1,614,625","187,234"
2010,Kansas,"880,308","3,916","1,552,022","87,415"
2010,Kentucky,"1,890,079","14,722","1,684,317","71,664"
2010,Louisiana,"1,917,283","22,708","2,146,137","68,922"
2010,Maine,"518,779","3,600","531,463","55,741"
2010,Maryland,"2,590,777","12,229","1,954,000","80,470"
2010,Massachusetts,"3,144,691","11,972","2,177,252","159,000"
2010,Michigan,"5,135,712","28,374","4,121,981","280,714"
2010,Minnesota,"2,459,074","18,543","2,370,354","255,445"
2010,Mississippi,"1,143,527","9,577","862,811","27,884"
2010,Missouri,"2,578,536","11,084","2,563,805","109,236"
2010,Montana,"351,574","2,368","571,912","126,132"
2010,Nebraska,"773,080","7,684","1,021,734","51,616"
2010,Nevada,"690,124","2,881","668,666","66,665"
2010,New Hampshire,"618,598","2,023","582,353","80,173"
2010,New Jersey,"3,971,896","24,188","2,631,996","327,530"
2010,New Mexico,"702,897","3,330","906,264","53,391"
2010,New York,"7,950,192","69,081","2,235,826","348,175"
2010,North Carolina,"3,281,831","34,380","2,426,618","134,440"
2010,North Dakota,"340,756","2,484","392,404","33,569"
2010,Ohio,"5,614,698","46,905","4,139,330","383,966"
2010,Oklahoma,"1,581,768","20,128","1,755,568","125,520"
2010,Oregon,"1,488,595","16,060","1,545,599","108,087"
2010,Pennsylvania,"5,682,239","33,468","4,275,234","412,164"
2010,Rhode Island,"478,624","1,768","302,046","33,309"
2010,South Carolina,"2,030,632","19,427","1,610,819","106,999"
2010,South Dakota,"406,531","2,322","516,695","65,701"
2010,Tennessee,"2,734,382","21,540","2,357,991","162,807"
2010,Texas,"8,331,127","96,746","8,765,686","431,505"
2010,Utah,"1,316,966","1,384","1,336,365","58,863"
2010,Vermont,"293,084","2,022","271,544","29,001"
2010,Virginia,"3,510,417","15,823","2,622,554","74,134"
2010,Washington,"2,599,791","12,108","2,070,891","217,732"
2010,West Virginia,"702,587","2,692","730,244","48,821"
2010,Wisconsin,"2,461,343","15,451","2,490,983","323,080"
2010,Wyoming,"209,777","3,588","449,888","30,617"
2011,Alabama,"2,307,668","12,373","2,364,601","127,301"
2011,Alaska,"215,688","2,346","508,900","31,020"
2011,Arizona,"2,363,015","11,759","2,555,552","178,928"
2011,Arkansas,"1,021,817","3,350","1,346,842","76,301"
2011,California,"14,549,841","36,876","13,771,330","818,650"
2011,Colorado,"1,798,922","10,005","2,350,093","173,231"
2011,Connecticut,"1,719,536","7,496","1,003,799","97,963"
2011,Delaware,"490,696","3,128","405,093","30,498"
2011,District of Columbia,"238,504","2,730","71,458","3,539"
2011,Florida,"7,981,816","34,942","6,878,085","574,346"
2011,Georgia,"3,430,165","27,227","3,876,723","199,620"
2011,Hawaii,"534,815","2,330","580,398","30,498"
2011,Idaho,"610,646","4,553","947,382","62,623"
2011,Illinois,"5,563,757","33,428","4,497,731","350,292"
2011,Indiana,"2,882,224","21,518","3,024,623","204,407"
2011,Iowa,"1,645,916","8,951","1,667,446","174,263"
2011,Kansas,"1,141,601","5,083","1,217,921","81,361"
2011,Kentucky,"1,883,309","10,639","1,770,584","98,495"
2011,Louisiana,"1,801,488","13,427","2,169,221","68,460"
2011,Maine,"530,057","4,631","586,265","50,327"
2011,Maryland,"2,088,130","14,558","1,682,819","120,122"
2011,Massachusetts,"3,180,009","11,590","2,344,721","159,007"
2011,Michigan,"4,742,808","20,209","4,111,481","308,349"
2011,Minnesota,"2,248,879","17,519","2,402,947","240,289"
2011,Mississippi,"1,050,978","9,012","948,456","28,078"
2011,Missouri,"2,440,765","16,087","2,572,195","140,947"
2011,Montana,"435,575","4,789","731,783","47,011"
2011,Nebraska,"766,395","3,712","1,065,473","51,376"
2011,Nevada,"1,079,145","3,341","1,000,945","68,976"
2011,New Hampshire,"594,931","3,206","601,080","79,267"
2011,New Jersey,"4,416,631","20,583","3,172,253","330,489"
2011,New Mexico,"718,457","4,206","984,465","64,912"
2011,New York,"5,866,664","48,345","4,169,695","345,855"
2011,North Carolina,"3,264,444","18,582","2,743,261","223,305"
2011,North Dakota,"328,511","2,616","422,071","32,668"
2011,Ohio,"5,412,188","28,327","4,386,240","390,522"
2011,Oklahoma,"1,522,613","8,290","1,770,636","127,150"
2011,Oregon,"1,472,348","4,500","1,542,955","108,317"
2011,Pennsylvania,"5,484,519","25,536","4,388,029","404,896"
2011,Rhode Island,"527,589","2,027","356,122","33,085"
2011,South Carolina,"1,983,691","8,880","1,726,266","108,371"
2011,South Dakota,"384,573","2,585","538,595","69,670"
2011,Tennessee,"2,637,423","12,771","2,483,721","168,420"
2011,Texas,"8,964,823","53,655","10,156,094","442,483"
2011,Utah,"857,948","5,414","960,618","59,430"
2011,Vermont,"286,106","2,129","286,748","30,071"
2011,Virginia,"3,827,026","21,194","2,954,336","195,829"
2011,Washington,"3,037,366","11,984","2,610,557","220,886"
2011,West Virginia,"663,436","5,175","732,047","57,564"
2011,Wisconsin,"2,419,096","14,916","2,492,527","317,656"
2011,Wyoming,"241,980","3,534","522,404","30,378"
2012,Alabama,"2,042,489","5,699","2,663,979","132,555"
2012,Alaska,"193,151","3,487","546,667","31,940"
2012,Arizona,"2,124,041","20,850","2,869,368","148,755.66"
2012,Arkansas,"881,272","10,535","1,512,023","76,085"
2012,California,"13,223,822","93,305","13,597,502","787,521.11"
2012,Colorado,"1,746,188","11,759","2,620,068","183,881"
2012,Connecticut,"1,387,079","12,085","1,223,963","83,332"
2012,Delaware,"442,113","4,465","466,334","30,730"
2012,District of Columbia,"207,048","4,302","106,856","4,143.65"
2012,Florida,"7,535,856","31,234","7,479,744","619,152"
2012,Georgia,"3,321,507","41,790","4,082,491","201,207.11"
2012,Hawaii,"521,804","2,566","671,845","35,527"
2012,Idaho,"577,382","2,480","1,000,402","63,964.11"
2012,Illinois,"4,717,657","30,344","5,019,227","364,655"
2012,Indiana,"2,439,141","8,754","3,333,368","223,103"
2012,Iowa,"1,343,336","9,255","1,978,396","180,063"
2012,Kansas,"959,718","4,720","1,403,214","81,578"
2012,Kentucky,"1,533,919","9,699","2,026,442","100,506"
2012,Louisiana,"1,499,813","12,517","2,308,789","68,297"
2012,Maine,"474,622","1,433","650,769","53,268.11"
2012,Maryland,"1,968,035","15,687","1,877,706","121,306"
2012,Massachusetts,"2,481,482","11,240","2,333,016","124,121"
2012,Michigan,"3,408,669","8,711","4,114,563","266,489"
2012,Minnesota,"2,148,272","12,657","2,696,310","241,768"
2012,Mississippi,"847,669","7,887","1,168,320","28,264"
2012,Missouri,"2,398,353","6,276","3,104,166","175,887"
2012,Montana,"433,264","3,725","892,746","158,873.11"
2012,Nebraska,"732,238","3,872","1,099,515","52,853"
2012,Nevada,"932,805","3,863","1,124,022","69,640.64"
2012,New Hampshire,"560,416","3,356","658,792","79,877"
2012,New Jersey,"3,971,265","19,606","3,588,133","332,470"
2012,New Mexico,"675,737","5,411","1,057,976","66,666"
2012,New York,"5,076,204","25,684","5,001,443","345,412.32"
2012,North Carolina,"3,445,365","38,164","4,109,822","199,205"
2012,North Dakota,"249,181","2,535","524,628","34,011"
2012,Ohio,"4,738,058","18,185","5,020,317","339,688"
2012,Oklahoma,"1,361,339","1,946","1,948,971","127,681.21"
2012,Oregon,"1,455,989","3,178","1,981,947","86,123"
2012,Pennsylvania,"4,774,517","36,979","5,240,635","419,282"
2012,Rhode Island,"456,426","2,182","362,673","33,078"
2012,South Carolina,"1,712,854","17,084","2,054,655","112,239"
2012,South Dakota,"331,662","2,280","596,277","73,352"
2012,Tennessee,"2,232,584","12,028","2,980,483","167,566"
2012,Texas,"7,821,859","97,685","11,870,179","448,399"
2012,Utah,"832,197","6,653","1,079,672","62,818.54"
2012,Vermont,"251,437","2,088","322,725","30,691"
2012,Virginia,"3,305,911","31,217","3,580,174","199,489"
2012,Washington,"2,542,747","20,308","3,069,589","217,301.11"
2012,West Virginia,"537,131","4,472","859,278","57,921"
2012,Wisconsin,"2,221,497","15,311","2,697,512","280,974"
2012,Wyoming,"212,789","2,960","552,337","31,319"
2013,Alabama,"2,074,969","5,406","2,588,760","118,084"
2013,Alaska,"201,042","3,540","549,036","32,207"
2013,Arizona,"2,257,249","20,989","2,914,452","188,360"
2013,Arkansas,"865,210","10,395","1,468,158","74,196"
2013,California,"13,822,505","92,884","13,359,688","799,900"
2013,Colorado,"1,819,608","11,758","2,667,495","184,549"
2013,Connecticut,"1,474,581","12,379","1,277,524","91,054"
2013,Delaware,"448,155","4,507","464,724","30,056"
2013,District of Columbia,"218,642","4,294","105,667","4,170"
2013,Florida,"7,425,492","58,744","7,102,047","545,452"
2013,Georgia,"3,435,040","41,776","4,103,397","200,133"
2013,Hawaii,"568,238","3,032","722,858","40,564"
2013,Idaho,"598,877","3,132","1,025,504","64,944"
2013,Illinois,"4,796,992","33,571","5,010,557","352,318"
2013,Indiana,"2,264,905","10,161","3,080,330","218,630"
2013,Iowa,"1,366,389","9,265","1,981,815","183,294"
2013,Kansas,"1,031,234","4,879","1,492,563","99,169"
2013,Kentucky,"1,714,904","9,747","2,197,276","109,821"
2013,Louisiana,"1,506,504","28,975","2,307,917","113,778"
2013,Maine,"487,896","1,533","646,591","63,114"
2013,Maryland,"1,918,606","15,826","1,799,534","121,323"
2013,Massachusetts,"2,510,780","11,049","2,338,497","125,122"
2013,Michigan,"3,593,751","8,686","4,322,639","267,292"
2013,Minnesota,"2,212,406","12,438","2,757,387","237,259"
2013,Mississippi,"871,806","8,056","1,165,240","28,433"
2013,Missouri,"2,484,904","5,458","3,145,571","184,723"
2013,Montana,"444,707","4,428","919,711","171,085"
2013,Nebraska,"733,008","3,830","1,098,191","56,224"
2013,Nevada,"977,852","3,938","1,150,631","70,675"
2013,New Hampshire,"625,391","2,524","707,409","73,612"
2013,New Jersey,"3,644,546","20,245","3,244,441","152,111"
2013,New Mexico,"716,439","5,460","1,095,246","65,321"
2013,New York,"5,203,357","25,738","5,099,921","345,118"
2013,North Carolina,"3,495,804","31,278","4,091,279","195,493"
2013,North Dakota,"255,183","2,621","551,549","35,756"
2013,Ohio,"4,862,768","41,969","5,053,364","402,264"
2013,Oklahoma,"1,376,118","2,113","1,954,898","126,883"
2013,Oregon,"1,520,784","3,178","1,990,066","89,797"
2013,Pennsylvania,"4,809,900","54,503","5,195,797","400,908"
2013,Rhode Island,"459,393","2,115","359,392","32,252"
2013,South Carolina,"1,750,642","18,080","2,104,537","113,315"
2013,South Dakota,"331,920","2,692","593,851","86,710"
2013,Tennessee,"2,284,326","25,810","2,977,977","163,820"
2013,Texas,"7,954,906","99,482","11,672,891","443,856"
2013,Utah,"876,036","5,491","1,114,015","64,970"
2013,Vermont,"258,801","2,117","322,094","28,777"
2013,Virginia,"3,296,365","31,639","3,533,323","189,689"
2013,Washington,"2,800,255","21,792","3,343,720","227,073"
2013,West Virginia,"541,900","4,526","848,948","58,021"
2013,Wisconsin,"2,256,529","15,307","2,743,545","323,378"
2013,Wyoming,"228,731","1,194","569,217","31,397"
2014,Alabama,"2,524,145","5,397","2,721,534","115,768"
2014,Alaska,"195,389","3,498","569,456","32,090"
2014,Arizona,"2,320,664","21,042","3,065,391","180,917"
2014,Arkansas,"989,291","11,536","1,684,913","92,921"
2014,California,"14,065,989","93,064","13,713,822","813,771"
2014,Colorado,"1,806,485","12,033","2,813,912","188,192"
2014,Connecticut,"1,430,900","12,607","1,333,621","89,332"
2014,Delaware,"441,745","4,505","481,026","30,392.99"
2014,District of Columbia,"216,156","2,658","111,066","4,450.42"
2014,Florida,"7,543,890","59,978","7,342,823","558,123"
2014,Georgia,"3,567,888","41,443","4,346,201","199,575"
2014,Hawaii,"591,971","2,930","755,537","42,821"
2014,Idaho,"608,671","3,404","1,084,421","66,191"
2014,Illinois,"4,795,380","30,882","5,215,943","351,298"
2014,Indiana,"2,395,759","9,075","3,385,106","222,655"
2014,Iowa,"1,349,293","8,840","2,051,146","187,251"
2014,Kansas,"978,612","3,426","1,463,824","96,817"
2014,Kentucky,"1,749,979","9,690","2,277,955","111,096"
2014,Louisiana,"1,459,340","33,069","2,280,283","114,242"
2014,Maine,"471,717","3,862","667,459","51,623"
2014,Maryland,"1,989,816","11,392","1,925,599","125,283"
2014,Massachusetts,"2,438,254","13,224","2,417,692","125,269.56"
2014,Michigan,"3,445,807","8,640","4,413,477","258,413"
2014,Minnesota,"2,162,403","12,700","2,810,679","237,407.51"
2014,Mississippi,"857,667","7,910","1,173,755","28,474"
2014,Missouri,"2,231,294","5,901","2,941,907","153,799"
2014,Montana,"436,581","4,494","960,861","183,894"
2014,Nebraska,"751,544","3,931","1,139,635","52,517"
2014,Nevada,"990,113","3,970","1,174,534","71,880.18"
2014,New Hampshire,"559,174","2,818","672,105","76,093"
2014,New Jersey,"3,476,346","23,829","3,223,962","149,963"
2014,New Mexico,"724,099","7,048","1,134,961","64,598"
2014,New York,"5,159,696","26,172","5,371,542","346,210"
2014,North Carolina,"3,474,768","31,318","4,176,301","193,643"
2014,North Dakota,"250,998","2,692","579,794","37,247"
2014,Ohio,"4,806,759","39,781","5,202,048","404,770"
2014,Oklahoma,"1,391,802","2,183","1,994,416","129,405"
2014,Oregon,"1,403,517","7,619","1,918,576","88,247"
2014,Pennsylvania,"4,711,119","54,766","5,342,557","396,315"
2014,Rhode Island,"455,520","2,118","375,254","31,870"
2014,South Carolina,"1,754,081","17,858","2,131,005","114,666"
2014,South Dakota,"324,160","2,664","616,421","89,460"
2014,Tennessee,"2,273,513","26,029","3,031,395","164,710"
2014,Texas,"8,140,321","101,845","12,189,465","445,395"
2014,Utah,"895,718","4,805","1,175,959","74,091"
2014,Vermont,"244,027","1,998","336,307","30,106"
2014,Virginia,"3,309,479","32,207","3,623,181","195,230"
2014,Washington,"2,748,938","21,394","3,405,328","229,823"
2014,West Virginia,"576,821","3,427","915,666","57,278"
2014,Wisconsin,"2,194,650","13,037","2,851,317","281,151"
2014,Wyoming,"216,594","1,319","571,211","30,982.83"
2015,Alabama,"2,278,262","5,727","3,001,316","115,114"
2015,Alaska,"193,348","3,441","586,380","31,953"
2015,Arizona,"2,332,734","21,049","3,115,726","161,138"
2015,Arkansas,"947,789","11,813","1,720,808","91,804"
2015,California,"14,463,569","94,020","14,037,540","828,883"
2015,Colorado,"1,822,170","12,666","2,979,130","191,206"
2015,Connecticut,"1,385,867","12,725","1,356,641","86,531"
2015,Delaware,"438,031","4,365","493,741","28,179"
2015,District of Columbia,"200,566","4,569","113,380","4,414"
2015,Florida,"7,735,060","60,125","7,737,069","572,754"
2015,Georgia,"3,523,619","42,542","4,371,050","200,410"
2015,Hawaii,"522,807","2,899","682,809","33,804"
2015,Idaho,"626,440","3,278","1,158,666","65,635"
2015,Illinois,"4,775,414","34,773","5,438,857","346,210"
2015,Indiana,"2,335,800","21,805","3,464,139","223,370"
2015,Iowa,"1,326,200","9,186","2,111,663","189,849"
2015,Kansas,"992,017","3,918","1,542,596","96,325"
2015,Kentucky,"1,713,959","10,480","2,316,525","111,018"
2015,Louisiana,"1,438,568","28,961","2,319,827","114,076"
2015,Maine,"419,560","4,455","625,322","54,664"
2015,Maryland,"1,993,936","13,238","2,001,673","126,311"
2015,Massachusetts,"2,374,223","11,784","2,515,765","167,829"
2015,Michigan,"3,376,682","8,649","4,651,312","257,465"
2015,Minnesota,"2,079,843","19,244","2,933,622","248,560"
2015,Mississippi,"847,173","8,049","1,185,302","28,329"
2015,Missouri,"2,273,098","16,885","3,116,291","217,731"
2015,Montana,"435,930","4,584","1,007,283","197,430"
2015,Nebraska,"732,856","3,945","1,188,560","55,935"
2015,Nevada,"1,017,534","3,128","1,220,868","74,526"
2015,New Hampshire,"535,188","2,822","684,136","73,991"
2015,New Jersey,"2,918,603","24,360","2,843,150","152,472"
2015,New Mexico,"667,947","6,239","1,086,011","63,248"
2015,New York,"4,868,521","30,620","5,384,766","354,858"
2015,North Carolina,"3,439,151","31,770","4,269,130","188,922"
2015,North Dakota,"247,404","2,819","601,572","39,008"
2015,Ohio,"4,738,800","36,946","5,376,621","404,956"
2015,Oklahoma,"1,156,606","3,205","1,699,608","129,093"
2015,Oregon,"1,432,905","16,004","2,030,265","128,308"
2015,Pennsylvania,"4,680,498","55,117","5,469,689","393,390"
2015,Rhode Island,"447,356","2,177","393,813","31,751"
2015,South Carolina,"1,784,004","17,690","2,244,716","116,241"
2015,South Dakota,"328,797","2,840","654,733","95,919"
2015,Tennessee,"2,318,324","26,208","3,101,331","166,260"
2015,Texas,"8,451,039","66,980","12,959,673","387,149"
2015,Utah,"919,013","5,985","1,225,362","78,833"
2015,Vermont,"252,859","1,170","370,267","31,051"
2015,Virginia,"3,270,479","32,999","3,742,587","192,840"
2015,Washington,"2,841,248","21,823","3,626,011","236,385"
2015,West Virginia,"566,215","3,281","985,083","58,766"
2015,Wisconsin,"2,189,332","14,095","2,938,122","325,032"
2015,Wyoming,"206,884","1,454","575,641","31,010"
2016,Alabama,"2,284,443","6,238","3,067,917","109,703"
2016,Alaska,"183,259","8,119","571,287","31,949"
2016,Arizona,"2,377,962","9,016","3,233,330","166,583"
2016,Arkansas,"942,604","11,931","1,762,765","90,838"
2016,California,"14,768,392","98,622","14,511,913","842,106"
2016,Colorado,"1,807,777","12,771","3,105,201","190,592"
2016,Connecticut,"1,352,381","12,587","1,390,343","86,531"
2016,Delaware,"447,007","4,288","524,387","28,158"
2016,District of Columbia,"206,833","4,682","121,149","4,436"
2016,Florida,"7,855,250","59,808","8,102,611","582,648"
2016,Georgia,"3,538,180","37,487","4,461,721","202,391"
2016,Hawaii,"516,544","3,069","680,969","31,146"
2016,Idaho,"607,902","3,877","1,164,527","65,939"
2016,Illinois,"4,524,709","34,936","5,402,730","314,807"
2016,Indiana,"2,330,172","20,727","3,566,028","223,603"
2016,Iowa,"1,303,131","9,174","2,171,551","192,434"
2016,Kansas,"980,359","5,575","1,567,555","96,247"
2016,Kentucky,"1,713,590","10,559","2,393,991","106,648"
2016,Louisiana,"1,425,349","29,188","2,336,826","113,599"
2016,Maine,"409,229","4,349","641,722","52,374"
2016,Maryland,"1,976,021","22,801","2,056,115","123,936"
2016,Massachusetts,"2,305,471","11,779","2,584,480","167,829"
2016,Michigan,"3,248,359","8,656","4,819,229","256,651"
2016,Minnesota,"2,081,723","19,179","3,028,038","229,377"
2016,Mississippi,"840,737","8,088","1,190,158","28,239"
2016,Missouri,"2,247,914","27,569","3,255,462","153,580"
2016,Montana,"441,201","4,634","1,058,602","290,295"
2016,Nebraska,"700,277","13,452","1,182,677","55,360"
2016,Nevada,"1,047,362","3,128","1,273,607","74,562"
2016,New Hampshire,"529,491","2,798","712,175","78,218"
2016,New Jersey,"2,847,881","25,049","2,916,966","151,101"
2016,New Mexico,"661,197","6,283","1,094,604","61,877"
2016,New York,"4,890,916","80,780","5,757,925","392,771"
2016,North Carolina,"3,546,363","32,525","4,496,137","195,618"
2016,North Dakota,"243,338","2,835","609,781","39,000"
2016,Ohio,"4,693,947","40,844","5,543,152","408,114"
2016,Oklahoma,"1,379,222","3,171","2,219,075","135,937"
2016,Oregon,"1,483,576","17,069","2,174,823","136,238"
2016,Pennsylvania,"4,640,471","55,848","5,659,466","393,037"
2016,Rhode Island,"436,247","2,285","406,559","31,137"
2016,South Carolina,"1,840,357","17,713","2,348,248","118,105"
2016,South Dakota,"364,576","2,339","764,702","114,742"
2016,Tennessee,"2,347,806","28,042","3,166,114","167,961"
2016,Texas,"8,287,254","66,697","13,037,296","374,919"
2016,Utah,"940,604","5,986","1,288,069","82,623"
2016,Vermont,"229,570","1,092","354,312","30,976"
2016,Virginia,"3,242,520","33,207","3,833,534","191,820"
2016,Washington,"2,935,656","23,055","3,852,843","236,135"
2016,West Virginia,"584,599","3,324","1,055,812","61,090"
2016,Wisconsin,"2,159,924","14,712","3,054,434","335,359"
2016,Wyoming,"211,613","4,218","609,358","30,041"
2017,Montana,None,None,None,None
2017,Nebraska,None,None,None,None
2017,Nevada,None,None,None,None
2017,Alabama,"2,065,463","5,682","2,872,743","112,185"
2017,Alaska,"173,487","8,080","591,079","31,859"
2017,Arizona,"2,391,624","9,051","3,399,704","164,055"
2017,Arkansas,"926,789","11,941","1,805,510","89,457"
2017,California,"14,860,967","99,917","14,991,714","842,543"
2017,Colorado,"1,785,058","13,305","3,271,595","190,002"
2017,Connecticut,"1,302,339","11,378","1,422,502","90,131"
2017,Delaware,"419,199","3,763","519,961","27,810"
2017,Dist. of Col.,"208,141","4,885","128,700","4,290"
2017,Florida,"7,778,493","59,596","8,534,913","586,267"
2017,Georgia,"3,536,055","36,418","4,665,930","203,922"
2017,Hawaii,"512,386","3,033","708,546","35,576"
2017,Idaho,"550,006","3,870","1,218,730","63,297"
2017,Illinois,"4,655,844","34,359","5,866,614","333,943"
2017,Indiana,"2,261,440","20,725","3,637,290","250,579"
2017,Iowa,"1,268,996","9,284","2,277,194","194,603"
2017,Kansas,"987,259","6,228","1,628,494","95,892"
2017,Kentucky,"1,691,085","10,759","2,490,198","101,163"
2017,Louisiana,"1,389,436","29,160","2,374,552","113,664"
2017,Maine,"387,233","4,339","651,349","51,467"
2017,Maryland,"2,006,904","22,972","2,209,445","118,277"
2017,Massachusetts,"2,208,468","13,498","2,674,324","168,931"
2017,Michigan,"3,257,473","8,737","4,993,400","258,487"
2017,Minnesota,"2,146,187","19,980","3,274,930","241,556"
2017,Mississippi,"822,864","8,018","1,198,470","28,124"
2017,Missouri,"2,141,050","27,180","3,262,212","138,294"
2017,Montana,"441,392","4,702","1,111,169","306,655"
2017,Nebraska,"677,040","13,564","1,218,765","55,736"
2017,Nevada,"1,047,508","3,198","1,328,704","76,032"
2017,New Hampshire,"505,381","2,871","732,067","78,798"
2017,New Jersey,"2,798,699","25,097","3,080,936","152,979"
2017,New Mexico,"609,494","6,278","1,066,512","57,718"
2017,New York,"4,563,035","80,446","5,821,796","392,178"
2017,North Carolina,"3,317,918","32,493","4,531,463","188,843"
2017,North Dakota,"276,545","3,331","724,941","51,941"
2017,Ohio,"4,605,459","41,255","5,752,346","410,187"
2017,Oklahoma,"1,337,624","3,155","2,267,209","136,190"
2017,Oregon,"1,542,461","17,691","2,400,561","142,738"
2017,Pennsylvania,"4,463,267","55,935","5,792,846","377,158"
2017,Rhode Island,"420,313","2,273","419,314","30,914"
2017,South Carolina,"1,808,401","17,728","2,459,839","118,132"
2017,South Dakota,"353,180","2,614","785,101","117,461"
2017,Tennessee,"2,325,004","29,158","3,280,359","165,968"
2017,Texas,"8,176,879","67,143","13,522,053","364,690"
2017,Utah,"925,052","6,109","1,340,619","83,993"
2017,Vermont,"221,936","1,070","367,647","30,955"
2017,Virginia,"3,251,339","34,268","4,034,926","193,951"
2017,Washington,"2,925,765","23,566","4,075,464","231,401"
2017,West Virginia (2),"562,984","3,342","1,064,329","60,582"
2017,Wisconsin,"2,092,584","15,567","3,163,814","324,670"
2017,Wyoming,"193,523","4,219","592,555","28,960"
2018,Alabama,"2,161,212","5,767","3,023,208","110,012"
2018,Alaska,"183,270","8,473","580,390","31,550"
2018,Arizona,"2,391,772","8,349","3,235,918","170,274"
2018,Arkansas,"921,161","12,006","1,792,851","91,127"
2018,California,"15,065,827","99,692","15,033,965","822,844"
2018,Colorado,"1,798,177","13,303","3,353,669","190,869"
2018,Connecticut,"1,306,709","11,753","1,473,679","87,660"
2018,Delaware,"433,363","3,802","543,231","28,071"
2018,Dist. of Col.,"209,723","5,088","132,810","4,312"
2018,Florida,"7,966,091","59,557","8,882,855","587,499"
2018,Georgia,"3,557,469","36,314","4,714,799","203,968"
2018,Hawaii,"509,492","2,936","723,960","30,998"
2018,Idaho,"598,774","3,809","1,210,554","66,533"
2018,Illinois,"4,477,763","34,649","5,756,734","319,764"
2018,Indiana,"2,248,870","20,937","3,670,024","250,904"
2018,Iowa,"1,242,219","9,357","2,245,710","194,606"
2018,Kansas,"975,171","6,592","1,607,397","94,850"
