,State,County,year,month,avg(NO2 Mean)
6606,California,San Diego,2009,4,14.244165517241381
6607,Massachusetts,Suffolk,2009,8,14.905631851851862
6608,Pennsylvania,Cambria,2009,8,5.296485193548386
6609,California,Santa Clara,2010,5,8.83028296774193
6610,Illinois,Cook,2010,7,11.448582886363647
6611,New Hampshire,Hillsborough,2010,1,12.622056483870981
6612,New York,Bronx,2010,2,23.79350892857142
6613,New York,Steuben,2010,11,1.3673007666666692
6614,Oregon,Multnomah,2010,12,8.723228322580644
6615,California,Fresno,2011,6,5.928738266666666
6616,Maine,Cumberland,2009,9,7.934561400000005
6617,New Hampshire,Hillsborough,2009,10,9.17775567741935
6618,Pennsylvania,Washington,2009,9,8.140354033333333
6619,South Carolina,Charleston,2009,3,1.5322491612903228
6620,California,Los Angeles,2010,4,15.651767640000001
6621,California,San Bernardino,2010,12,20.657252193548413
6622,New York,Steuben,2010,7,0.1850711111111113
6623,California,Imperial,2009,12,20.37206970967743
6624,California,San Bernardino,2009,10,18.466325822580636
6625,California,Solano,2009,7,4.669213482758629
6626,California,Riverside,2010,2,25.762537411764725
6627,Oregon,Multnomah,2010,2,11.80713914285715
6628,Texas,McLennan,2010,3,2.282676548387098
6629,California,Alameda,2011,8,9.264013645161299
6630,California,Santa Cruz,2009,3,1.5232362258064516
6631,California,Solano,2009,9,8.415612600000003
6632,Illinois,Saint Clair,2009,7,11.584757161290323
6633,North Carolina,Mecklenburg,2009,6,8.191248766666666
6634,North Carolina,Mecklenburg,2009,8,8.008117709677418
6635,Texas,Harris,2010,9,12.661833166666671
6636,California,Humboldt,2009,7,0.9990599677419354
6637,District Of Columbia,District of Columbia,2010,9,15.603889799999997
6638,Illinois,Saint Clair,2010,8,8.921265777777787
6639,Iowa,Scott,2010,7,5.333880444444444
6640,California,Contra Costa,2011,7,4.928936021505374
6641,Oklahoma,Adair,2009,4,3.4739060000000026
6642,Tennessee,Blount,2009,5,0.2719611578947369
6643,California,San Bernardino,2010,11,19.375194916666672
6644,Maine,Aroostook,2010,5,1.309944709677419
6645,Virginia,Alexandria City,2010,10,17.725584499999993
6646,California,San Diego,2009,12,24.339295467391313
6647,California,Santa Clara,2009,10,13.486514483870963
6648,Maine,Aroostook,2009,9,1.442392500000001
6649,Ohio,Athens,2009,5,3.642982
6650,District Of Columbia,District of Columbia,2010,7,16.01903503225806
6651,Illinois,Cook,2010,6,11.142390388888886
6652,Massachusetts,Suffolk,2010,4,17.786934166666665
6653,Illinois,Cook,2009,8,11.363891000000002
6654,Country Of Mexico,BAJA CALIFORNIA NORTE,2009,3,15.529657666666665
6655,California,Alameda,2010,4,11.513027466666665
6656,California,Contra Costa,2010,11,11.318479093023255
6657,California,Humboldt,2009,2,3.9651255714285685
6658,Iowa,Scott,2010,5,6.604754645161291
6659,Nevada,Washoe,2010,12,22.342166699999993
6660,North Carolina,Mecklenburg,2010,12,17.05591051612903
6661,Pennsylvania,Philadelphia,2010,6,13.610988833333334
6662,Pennsylvania,Philadelphia,2010,7,13.228030699999993
6663,California,Humboldt,2011,7,0.6212148181818183
6664,California,San Diego,2009,1,27.59556358064512
6665,California,Santa Cruz,2009,4,1.7048483333333329
6666,North Carolina,Mecklenburg,2009,9,8.863474066666667
6667,Pennsylvania,York,2009,3,11.913043
6668,California,San Bernardino,2010,2,20.120894839285732
6669,Maine,Aroostook,2010,1,3.381469178571431
6670,Colorado,Adams,2009,6,8.471211629629634
6671,Maryland,Baltimore,2009,4,11.343042833333334
6672,Illinois,Saint Clair,2010,6,9.016706925925927
6673,Massachusetts,Suffolk,2010,3,18.837293
6674,Ohio,Medina,2010,7,3.9674497419354875
6675,South Carolina,Charleston,2010,10,2.291829000000002
6676,California,Humboldt,2011,1,5.639631129032261
6677,Maine,Aroostook,2009,5,1.4585148032786899
6678,Texas,McLennan,2009,4,1.0215403666666656
6679,Pennsylvania,Philadelphia,2010,1,20.394213096774184
6680,Virginia,Alexandria City,2010,4,14.716323999999997
6681,Arizona,Maricopa,2011,11,22.871542666666656
6682,Arizona,Pima,2011,4,7.164757923076932
6683,California,Humboldt,2009,3,2.4481523870967754
6684,California,San Bernardino,2009,12,22.25411541935486
6685,Texas,McLennan,2009,11,4.395270200000002
6686,Arizona,Pima,2010,4,9.878069466666672
6687,Oklahoma,Adair,2010,6,2.110606
6688,Texas,McLennan,2010,5,1.858108483870968
6689,Arizona,Maricopa,2011,9,18.747220456140354
6690,California,Imperial,2011,11,18.057419
6691,Texas,Harris,2009,12,11.664113035087706
6692,Arkansas,Pulaski,2010,5,8.111734419354846
6693,California,Los Angeles,2010,12,25.709905513274375
6694,California,San Bernardino,2010,8,21.103759935483847
6695,Connecticut,New Haven,2010,7,11.273333359999992
6696,Iowa,Scott,2010,6,6.286230199999995
6697,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,1,23.680533153846152
6698,Arkansas,Pulaski,2011,6,7.916757233333333
6699,Connecticut,New Haven,2009,2,15.844575200000012
6700,New Hampshire,Hillsborough,2009,5,7.435637206896553
6701,Pennsylvania,Washington,2009,4,10.549999966666668
6702,Virginia,Fairfax,2009,3,10.927833989247313
6703,California,Santa Clara,2010,4,12.03586336666666
6704,California,Santa Clara,2010,6,9.187775700000001
6705,Connecticut,Fairfield,2010,8,7.417891214285719
6706,Connecticut,Fairfield,2010,9,6.553370785714286
6707,Texas,Dallas,2010,2,15.395703857142877
6708,California,Contra Costa,2011,10,10.086075903225808
6709,California,Santa Cruz,2009,9,1.724829833333334
6710,North Carolina,Mecklenburg,2009,7,7.550368193548388
6711,Arkansas,Pulaski,2010,9,9.74682971428571
6712,California,Contra Costa,2010,5,4.048352391304348
6713,Colorado,Adams,2010,5,8.280462187499994
6714,Connecticut,Litchfield,2010,9,0.9373737333333332
6715,Florida,Orange,2010,9,3.413849166666667
6716,Arizona,Pima,2011,1,19.565131967741944
6717,California,Santa Clara,2009,2,14.309850684210522
6718,California,Solano,2009,4,7.479659966666668
6719,Connecticut,Fairfield,2009,8,7.73655134615385
6720,Oklahoma,Adair,2009,11,3.225894294117646
6721,California,Sacramento,2010,7,4.78978991935484
6722,Illinois,Cook,2010,5,11.873817462962968
6723,Maine,Aroostook,2010,10,1.661867999999999
6724,Pennsylvania,Allegheny,2010,7,11.886260080645156
6725,Pennsylvania,Philadelphia,2010,2,22.53245660714285
6726,California,Santa Barbara,2009,5,1.454102569892472
6727,Connecticut,New Haven,2009,12,15.355423096774189
6728,Iowa,Scott,2009,10,5.989562050000002
6729,Tennessee,Blount,2009,2,0.9195157142857148
6730,California,Orange,2010,5,3.15074164516129
6731,California,San Bernardino,2010,6,12.304099118644073
6732,Texas,Dallas,2010,1,18.47328283870967
6733,Texas,Harris,2010,12,13.664920702702696
6734,Arizona,Pima,2011,9,10.838816933333328
6735,California,Santa Barbara,2009,11,3.192892264367813
6736,California,Los Angeles,2010,1,31.613223395973176
6737,Idaho,Ada,2010,1,10.391369
6738,Pennsylvania,Bucks,2010,7,8.645804193548384
6739,Texas,Dallas,2010,12,15.028658290322564
6740,California,Fresno,2011,3,10.983984258064506
6741,Indiana,Marion,2009,5,10.905508083333324
6742,Iowa,Polk,2009,8,7.161736612903227
6743,Iowa,Scott,2010,3,11.004167
6744,Oklahoma,Tulsa,2010,3,8.471066451612907
6745,Pennsylvania,Washington,2010,8,8.021966225806448
6746,Pennsylvania,Cambria,2009,10,8.885068419354845
6747,California,San Bernardino,2010,4,11.537552166666655
6748,Idaho,Ada,2010,7,7.196307193548385
6749,Kansas,Wyandotte,2010,3,13.128819741935482
6750,Oklahoma,Adair,2010,8,3.0191405090909096
6751,Oregon,Multnomah,2010,6,6.718659400000005
6752,California,Humboldt,2011,4,2.494566499999998
6753,California,Los Angeles,2011,6,10.773666647058809
6754,California,Riverside,2009,8,15.586191870967747
6755,California,Sacramento,2009,5,7.903214451612905
6756,California,Santa Clara,2009,12,21.911017129032253
6757,Connecticut,Hartford,2009,6,6.562549333333339
6758,Ohio,Medina,2009,10,5.516070580645163
6759,Oregon,Multnomah,2009,10,11.517823709677415
6760,Virginia,Alexandria City,2009,3,13.25
6761,Texas,El Paso,2010,9,11.028339400000004
6762,Maryland,Baltimore,2009,2,11.113320833333331
6763,Illinois,Cook,2010,3,15.458333
6764,North Dakota,Cass,2010,8,2.2440449354838705
6765,Ohio,Medina,2010,6,3.0340304999999996
6766,Pennsylvania,York,2010,8,10.498788645161293
6767,California,Riverside,2009,10,18.23142887096774
6768,Illinois,Cook,2009,3,13.26933815789473
6769,Texas,El Paso,2009,1,19.992083285714276
6770,California,Los Angeles,2010,10,18.744434924242416
6771,California,Riverside,2010,4,11.518030866666676
6772,District Of Columbia,District of Columbia,2010,1,21.275408387096768
6773,Kansas,Wyandotte,2010,6,9.801761366666662
6774,Oklahoma,Tulsa,2010,10,9.481175709677427
6775,California,Humboldt,2009,11,3.388746500000002
6776,North Carolina,Mecklenburg,2009,12,14.426190450000004
6777,California,Humboldt,2010,5,1.559453180327868
6778,California,Humboldt,2010,10,3.864943967741936
6779,Arkansas,Pulaski,2011,4,7.282904133333327
6780,Pennsylvania,York,2009,8,10.116292580645167
6781,Virginia,Alexandria City,2009,4,15.670685466666658
6782,California,Contra Costa,2010,6,4.768639090909086
6783,Colorado,Adams,2010,4,6.700069735294118
6784,Idaho,Ada,2010,3,8.507203838709676
6785,Illinois,Cook,2010,10,16.612194116666668
6786,Oklahoma,Tulsa,2010,8,8.02981338709677
6787,California,Los Angeles,2011,8,14.418092643939366
6788,Connecticut,Hartford,2009,9,7.261692107142859
6789,Maine,Aroostook,2009,11,3.036448466666664
6790,California,Orange,2010,10,9.77781458064516
6791,California,San Diego,2010,4,10.773338478260872
6792,Louisiana,East Baton Rouge,2010,9,10.47422633333334
6793,Ohio,Medina,2010,1,7.7708131111111145
6794,California,Santa Cruz,2009,8,1.855598419354838
6795,Maine,Aroostook,2009,10,2.274245774193549
6796,Oklahoma,Tulsa,2009,12,11.951587333333334
6797,Texas,Bexar,2009,3,5.9640312580645105
6798,Connecticut,Hartford,2010,4,8.628129166666668
6799,Connecticut,Hartford,2010,9,7.840707066666661
6800,New York,Bronx,2010,11,21.912198099999998
6801,Oklahoma,Adair,2010,9,3.316667
6802,California,Humboldt,2009,10,2.647647709677419
6803,Kansas,Wyandotte,2009,5,10.75542419354838
6804,Pennsylvania,Berks,2009,6,6.335426699999994
6805,California,San Bernardino,2010,1,21.98702716129031
6806,Connecticut,New Haven,2010,5,12.723047903225801
6807,California,Fresno,2011,2,17.389184309090922
6808,California,Sacramento,2009,7,6.400383919354833
6809,Iowa,Scott,2009,7,4.587267806451619
6810,Louisiana,East Baton Rouge,2009,3,12.560448322580655
6811,Massachusetts,Suffolk,2009,3,19.40525822580646
6812,Pennsylvania,Philadelphia,2009,8,14.595547580645155
6813,California,Fresno,2010,11,18.6114586
6814,Florida,Orange,2010,10,6.639763307692312
6815,Indiana,Marion,2010,4,10.435318166666653
6816,Maryland,Baltimore,2010,5,9.857590677419351
6817,Massachusetts,Suffolk,2010,11,18.563169233333333
6818,New York,Steuben,2010,8,0.3721476451612908
6819,Texas,Bexar,2010,6,3.255176733333335
6820,California,Humboldt,2011,8,1.3066133684210524
6821,Texas,McLennan,2009,10,1.7337657916666656
6822,California,Alameda,2010,11,17.55948196666666
6823,California,Riverside,2010,6,9.383855666666664
6824,District Of Columbia,District of Columbia,2010,8,15.920401387096785
6825,Iowa,Scott,2010,4,8.246260566666662
6826,Connecticut,Fairfield,2009,9,7.077580633333339
6827,Indiana,Marion,2010,8,10.487689357142857
6828,Kansas,Wyandotte,2010,10,17.111751225806447
6829,New York,Queens,2010,10,17.821952838709663
6830,Oklahoma,Tulsa,2010,4,6.633333199999998
6831,California,Fresno,2011,10,10.030895916666667
6832,Connecticut,Fairfield,2009,6,6.372160599999997
6833,New Hampshire,Hillsborough,2009,4,9.643381686274514
6834,Pennsylvania,Bucks,2009,9,10.263371380952375
6835,South Carolina,Charleston,2009,2,2.0193628571428572
6836,Tennessee,Blount,2009,9,0.28621050000000003
6837,Texas,El Paso,2009,4,13.325202928571441
6838,California,Contra Costa,2010,12,11.863534376344077
6839,Maine,Cumberland,2010,4,9.45433768421052
6840,Ohio,Medina,2010,5,3.856077833333331
6841,California,Los Angeles,2011,12,32.10899125362321
6842,New York,Steuben,2009,1,3.8330373448275883
6843,New York,Suffolk,2009,5,9.230214092592593
6844,North Carolina,Mecklenburg,2009,1,13.537022035714282
6845,California,Imperial,2010,9,13.690226275862061
6846,New York,Queens,2010,6,16.07307843333333
6847,Pennsylvania,York,2010,7,11.558072852459018
6848,Pennsylvania,York,2010,10,13.160179967741943
6849,Virginia,Alexandria City,2010,6,12.2829054
6850,California,Alameda,2011,1,22.42696593548388
6851,Colorado,Adams,2009,4,13.828552296296275
6852,Arizona,Pima,2010,2,15.02303903571428
6853,California,Alameda,2010,10,14.778740677419355
6854,Maine,Cumberland,2010,6,8.46573128571429
6855,New York,Steuben,2010,3,1.5
6856,New York,Steuben,2010,10,0.8653699354838716
6857,California,Contra Costa,2011,4,5.483455888888894
6858,California,Humboldt,2011,3,2.153249900000001
6859,California,San Diego,2009,11,27.161232222222257
6860,California,Santa Barbara,2009,12,3.588323698924731
6861,California,Humboldt,2010,6,1.1048396333333332
6862,Idaho,Ada,2010,12,14.95691412903226
6863,Kansas,Wyandotte,2010,1,16.408092225806442
6864,Pennsylvania,Cambria,2010,9,7.423004966666663
6865,Texas,Dallas,2010,9,12.190504933333353
6866,California,Imperial,2009,9,12.144099333333333
6867,Massachusetts,Suffolk,2009,10,17.25885461290322
6868,New York,Steuben,2009,3,2.873368896551721
6869,California,Los Angeles,2011,2,25.15601530851067
6870,Maryland,Baltimore,2009,11,14.494812300000003
6871,Oklahoma,Tulsa,2009,3,12.458333
6872,Pennsylvania,Bucks,2009,6,8.215387600000003
6873,Pennsylvania,Philadelphia,2009,7,14.44736137704918
6874,Connecticut,Hartford,2010,8,8.615764125000005
6875,Oklahoma,Adair,2010,2,3.7364399999999964
6876,Arizona,Maricopa,2011,8,13.717417806451616
6877,Virginia,Alexandria City,2009,5,12.245129870967734
6878,California,Fresno,2010,2,15.420101607142856
6879,California,Los Angeles,2010,7,14.576217827586243
6880,Connecticut,Litchfield,2010,10,0.975781214285714
6881,Connecticut,Litchfield,2010,12,2.476864258064515
6882,Kansas,Wyandotte,2010,7,10.260173483870972
6883,California,Humboldt,2011,12,3.7886573709677447
6884,California,Riverside,2010,8,13.881828588235289
6885,California,Santa Barbara,2009,7,1.6124022795698922
6886,Virginia,Alexandria City,2009,9,13.2428968
6887,California,Santa Barbara,2010,8,1.340872290322579
6888,Pennsylvania,Washington,2010,7,7.605829032258068
6889,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,5,15.639406756756735
6890,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,12,26.59954580000003
6891,California,Santa Clara,2009,6,8.133336166666663
6892,Illinois,Cook,2009,6,11.420982096296257
6893,California,Riverside,2010,1,24.32545006666667
6894,California,Contra Costa,2011,6,5.243331920454545
6895,California,Orange,2009,11,25.10144926666665
6896,California,Orange,2009,12,24.078350064516144
6897,California,San Bernardino,2009,1,18.46751882258067
6898,New Hampshire,Hillsborough,2009,9,6.724028899999998
6899,New York,Queens,2009,9,15.837901962962949
6900,North Carolina,Mecklenburg,2009,4,8.889804566666662
6901,Texas,McLennan,2009,7,0.935874935483871
6902,California,Sacramento,2010,8,6.7447583114754135
6903,California,Solano,2010,11,13.886365366666666
6904,New York,Bronx,2010,9,16.548007233333337
6905,Pennsylvania,Bucks,2010,4,11.088309279999994
6906,Maryland,Baltimore,2009,7,9.150539774193549
6907,Texas,Dallas,2009,11,18.35450253333333
6908,Texas,Harris,2009,8,5.518348891304347
6909,California,Riverside,2010,7,11.274607999999995
6910,California,San Diego,2010,6,7.735573068965521
6911,Louisiana,East Baton Rouge,2010,10,15.491274935483876
6912,North Carolina,Mecklenburg,2010,5,7.457879483870972
6913,Tennessee,Blount,2010,6,0.3819384642857143
6914,California,San Bernardino,2009,8,21.916956161290365
6915,South Carolina,Charleston,2009,5,0.3976574838709676
6916,Texas,McLennan,2009,6,0.5026611282051281
6917,North Dakota,Cass,2010,6,3.034142633333336
6918,Texas,Harris,2010,1,16.602004080645163
6919,California,Imperial,2009,4,10.448516266666655
6920,California,Imperial,2011,8,10.49465903225807
6921,California,Santa Barbara,2009,3,3.3604002520325174
6922,Connecticut,New Haven,2009,6,9.925845333333337
6923,Florida,Orange,2009,2,7.301147892857146
6924,Louisiana,East Baton Rouge,2009,7,11.45861258064516
6925,New Hampshire,Hillsborough,2009,6,5.166888071428574
6926,North Dakota,Cass,2009,4,3.4218253666666674
6927,Ohio,Athens,2009,4,3.0880543913043494
6928,Ohio,Athens,2009,8,2.719155535714287
6929,Illinois,Saint Clair,2010,11,11.266458133333332
6930,North Dakota,Cass,2010,4,6.0173798
6931,Pennsylvania,Cambria,2010,4,10.959112900000001
6932,Pennsylvania,Cambria,2010,10,11.491058903225806
6933,California,San Bernardino,2009,3,18.639833790322562
6934,Illinois,Saint Clair,2009,12,15.624654857142868
6935,Oklahoma,Tulsa,2009,2,12.296085833333334
6936,Tennessee,Blount,2009,3,1.157120083333333
6937,Texas,Harris,2009,7,5.427982838709677
6938,California,Contra Costa,2010,7,5.17790011827957
6939,California,Santa Clara,2010,3,16.158187741935482
6940,New York,Bronx,2010,8,16.56284270967741
6941,New York,Queens,2010,9,14.431378266666663
6942,Texas,El Paso,2010,8,8.205995068965512
6943,Texas,El Paso,2010,10,13.230715483870961
6944,District Of Columbia,District of Columbia,2009,4,19.228293766666678
6945,Kansas,Wyandotte,2009,11,14.286136399999997
6946,Oklahoma,Cherokee,2009,3,4.76388877777778
6947,Oklahoma,Tulsa,2009,11,10.416478699999995
6948,Pennsylvania,Berks,2009,10,7.9867552222222225
6949,Pennsylvania,York,2009,9,10.781959699999996
6950,Tennessee,Blount,2009,11,1.0357729666666668
6951,California,Imperial,2010,10,14.932256719999993
6952,Massachusetts,Suffolk,2010,6,14.870639633333328
6953,Pennsylvania,Allegheny,2010,9,13.031576816326528
6954,Texas,Dallas,2010,6,8.04886910714286
6955,Virginia,Hampton City,2010,9,4.432270533333335
6956,Florida,Orange,2009,8,4.601788631578948
6957,Louisiana,East Baton Rouge,2009,4,11.142709966666674
6958,Pennsylvania,Cambria,2009,9,6.208695566666664
6959,California,Santa Clara,2010,7,8.922347806451622
6960,Connecticut,Fairfield,2010,7,8.713793068965519
6961,Georgia,DeKalb,2010,12,17.085665451612904
6962,Maine,Cumberland,2010,12,9.224855903225809
6963,Texas,El Paso,2010,6,10.21584983333334
6964,California,Contra Costa,2011,11,11.029846533333345
6965,California,Humboldt,2009,6,1.441423900000001
6966,California,Riverside,2009,3,19.96383967741933
6967,Colorado,Adams,2009,9,10.697732899999995
6968,Connecticut,Hartford,2009,3,5.25
6969,Pennsylvania,York,2009,4,12.01630433333333
6970,California,Alameda,2010,9,11.406546000000008
6971,California,Orange,2010,8,5.378103645161293
6972,New York,Suffolk,2009,6,6.172159185185179
6973,Massachusetts,Suffolk,2010,1,24.24366819354839
6974,Arizona,Maricopa,2011,6,16.370559666666672
6975,California,Alameda,2011,7,9.093321999999995
6976,District Of Columbia,District of Columbia,2009,2,19.615783285714283
6977,Florida,Orange,2009,3,5.702841806451611
6978,New York,Suffolk,2009,1,17.516479709677423
6979,Louisiana,East Baton Rouge,2010,3,14.679838032258072
6980,Tennessee,Blount,2010,2,1.489628678571428
6981,California,Alameda,2011,4,12.384155566666665
6982,California,Riverside,2009,6,10.447801974999999
6983,Illinois,Cook,2009,12,15.553158444444442
6984,Oklahoma,Adair,2009,1,4.783215842105262
6985,Pennsylvania,Washington,2009,7,6.77016122580645
6986,Texas,Dallas,2009,1,17.009233350000013
6987,California,Santa Barbara,2010,1,3.384726365591397
6988,Maine,Aroostook,2010,2,2.5590810000000004
6989,Texas,McLennan,2010,4,1.7321743793103441
6990,California,Sacramento,2009,9,12.449387774774769
6991,New York,Suffolk,2009,2,13.545734162790701
6992,California,Orange,2010,1,25.230916225806446
6993,Connecticut,New Haven,2010,8,10.443092354838704
6994,Tennessee,Blount,2010,11,0.8260995333333335
6995,Virginia,Hampton City,2010,8,3.1740124838709685
6996,California,Imperial,2011,4,9.97334073333334
6997,California,San Bernardino,2009,4,15.926723300000013
6998,New York,Queens,2009,12,21.385928
6999,Louisiana,East Baton Rouge,2010,12,17.529313741935496
7000,Maine,Aroostook,2010,7,1.0565873333333347
7001,Maryland,Baltimore,2010,10,14.222679419354838
7002,Indiana,Marion,2009,3,7.479167
7003,New York,Bronx,2009,10,20.241332741935473
7004,Maryland,Baltimore,2010,2,18.324900785714295
7005,New York,Suffolk,2010,6,5.732473035714283
7006,California,Imperial,2011,10,17.057770612903234
7007,California,Sacramento,2009,12,14.671975949152557
7008,California,San Diego,2009,2,22.46605956626506
7009,Colorado,Adams,2009,5,6.021824846153847
7010,Texas,Bexar,2009,4,6.42308073333334
7011,Texas,McLennan,2009,1,5.5199645806451665
7012,California,Contra Costa,2010,3,6.441332548387088
7013,California,Humboldt,2010,1,3.763515354838708
7014,California,Imperial,2010,2,16.98978210714285
7015,California,Los Angeles,2010,11,26.74182126190475
7016,Iowa,Polk,2010,6,7.431313099999999
7017,Louisiana,East Baton Rouge,2010,8,8.191174419354844
7018,Texas,Harris,2010,8,10.458381967741923
7019,New York,Queens,2009,8,19.124714571428576
7020,Oklahoma,Tulsa,2009,4,8.83138763333333
7021,Pennsylvania,Bucks,2009,8,8.288311074074072
7022,South Carolina,Charleston,2009,12,2.2288723870967755
7023,Pennsylvania,Bucks,2010,9,8.443434300000007
7024,Pennsylvania,Philadelphia,2010,8,11.873408354838704
7025,California,Orange,2009,3,12.1601368064516
7026,Arkansas,Pulaski,2010,6,7.850017233333342
7027,California,Sacramento,2010,10,10.484639016129039
7028,South Carolina,Charleston,2010,9,1.3307970999999996
7029,Arizona,Maricopa,2011,4,11.992309358974358
7030,Arkansas,Pulaski,2011,9,11.806298266666646
7031,California,Humboldt,2009,8,1.3549903225806448
7032,California,Imperial,2009,6,8.394966766666672
7033,California,Santa Cruz,2009,2,1.8670595357142854
7034,North Dakota,Cass,2009,8,2.7947833870967758
7035,Oklahoma,Tulsa,2009,6,7.835678066666667
7036,California,Santa Barbara,2010,5,1.2578388709677424
7037,Pennsylvania,Berks,2010,3,3.0
7038,Pennsylvania,Philadelphia,2010,10,17.704895419354838
7039,Pennsylvania,York,2010,4,14.228079700000002
7040,South Carolina,Charleston,2010,7,1.321428642857143
7041,Country Of Mexico,BAJA CALIFORNIA NORTE,2010,11,24.493462062500004
7042,Arizona,Maricopa,2011,5,12.371880760000002
7043,California,Santa Barbara,2009,9,1.5690966458333306
7044,Maryland,Baltimore,2009,1,16.996554444444453
7045,North Dakota,Cass,2009,6,4.147959833333335
7046,Texas,El Paso,2009,12,16.06945877419353
7047,Virginia,Fairfax,2009,2,10.44699128571428
7048,Arkansas,Pulaski,2010,10,12.531615290322566
7049,California,Fresno,2010,5,7.651890870967746
7050,Connecticut,New Haven,2010,6,11.330654366666668
7051,Florida,Orange,2010,1,7.950362366666662
7052,Indiana,Marion,2010,7,9.82425871428571
7053,Louisiana,East Baton Rouge,2009,5,12.491790935483866
7054,California,Santa Barbara,2010,11,3.2807930224719097
7055,Colorado,Adams,2010,10,15.836492809523813
7056,Pennsylvania,Berks,2010,6,6.49601764
7057,Texas,El Paso,2010,3,16.36711358620688
7058,California,San Diego,2009,10,20.163138838709653
7059,Indiana,Marion,2009,8,8.912780935483868
7060,Arkansas,Pulaski,2010,1,11.855006303571432
7061,California,Riverside,2010,3,17.056520903225795
7062,Oklahoma,Tulsa,2010,11,7.595697600000004
7063,California,Contra Costa,2011,12,16.580498526881705
7064,California,Los Angeles,2011,11,25.98213723239443
7065,California,Imperial,2009,3,12.007468214285725
7066,California,Los Angeles,2009,8,18.13773949180331
7067,Connecticut,New Haven,2009,1,22.36572953333333
7068,Texas,Bexar,2009,5,4.812716612903227
7069,California,Sacramento,2010,9,11.211569315789484
7070,New York,Bronx,2010,6,17.19874283333333
7071,California,Santa Clara,2009,5,9.083244838709676
7072,Kansas,Wyandotte,2009,6,10.0013468
7073,California,San Bernardino,2010,10,17.91691098165136
7074,Idaho,Ada,2010,2,10.016654464285704
7075,Pennsylvania,Allegheny,2010,12,13.703714133333332
7076,Maine,Aroostook,2009,7,1.011011935483871
7077,Pennsylvania,Allegheny,2009,3,16.0
7078,Florida,Orange,2010,3,6.4354327096774195
7079,North Carolina,Mecklenburg,2010,4,10.873940699999993
7080,North Carolina,Mecklenburg,2010,9,10.615659800000001
7081,Oklahoma,Adair,2010,3,3.538193399999998
7082,Oregon,Multnomah,2010,4,8.279737566666663
7083,Texas,McLennan,2010,1,4.182343516129037
7084,California,Contra Costa,2011,3,7.35548840860215
7085,North Dakota,Cass,2009,12,6.265619677419355
7086,Oklahoma,Adair,2009,6,2.4330159166666663
7087,Pennsylvania,Philadelphia,2009,12,21.210342967213116
7088,California,Contra Costa,2010,2,7.602912071428584
7089,California,San Diego,2010,3,19.30344861111112
7090,California,Los Angeles,2011,9,16.382822237762216
7091,Maine,Cumberland,2009,8,7.502693666666665
7092,South Carolina,Charleston,2009,4,2.013581999999998
7093,California,Sacramento,2010,5,5.722093709677412
7094,California,Solano,2010,12,13.884929580645151
7095,California,Fresno,2011,7,6.131646096774183
7096,California,Santa Clara,2009,4,10.426830043478262
7097,New York,Steuben,2009,8,1.0168288000000005
7098,California,Solano,2010,5,4.842944935483874
7099,North Dakota,Cass,2010,10,4.246997516129031
7100,Colorado,Adams,2009,12,24.02418687096773
7101,District Of Columbia,District of Columbia,2009,10,17.32763829032258
7102,Illinois,Saint Clair,2009,9,13.117149766666664
7103,California,Santa Clara,2010,10,14.21612177419353
7104,Colorado,Adams,2010,3,13.095538580645167
7105,District Of Columbia,District of Columbia,2010,12,17.64989290322582
7106,Maine,Cumberland,2010,9,8.083809500000005
7107,Connecticut,Hartford,2009,8,6.881502838709683
7108,New York,Suffolk,2009,11,9.696291410256418
7109,Pennsylvania,York,2009,10,13.137118322580646
7110,Illinois,Cook,2010,11,18.757938124999985
7111,New York,Suffolk,2010,9,6.873633100000003
7112,Oklahoma,Tulsa,2010,5,5.726438949999998
7113,Pennsylvania,Allegheny,2010,11,14.400935966666676
7114,California,Sacramento,2009,6,6.184214749999997
7115,Arkansas,Pulaski,2010,12,11.72169448387092
7116,Oregon,Multnomah,2010,3,9.614422580645169
7117,Connecticut,New Haven,2009,10,13.3557793548387
7118,Maine,Cumberland,2009,5,8.229398903225801
7119,New Hampshire,Hillsborough,2009,8,5.4392734516129035
7120,Oklahoma,Adair,2009,12,4.039197419354838
7121,Texas,Bexar,2009,2,7.935954108108108
7122,California,Sacramento,2010,3,8.83963217741936
7123,California,San Bernardino,2010,3,17.981044377049177
7124,Maine,Aroostook,2010,4,1.7905217333333343
7125,Texas,McLennan,2010,10,2.5214000689655194
7126,California,Santa Barbara,2009,6,1.4498506444444432
7127,Kansas,Wyandotte,2009,8,8.631944333333331
7128,Pennsylvania,Bucks,2009,7,7.57684664516129
7129,Arizona,Pima,2010,12,17.968063370967734
7130,California,Fresno,2010,8,9.595817935483872
7131,Iowa,Polk,2010,8,6.43462085964912
7132,Virginia,Alexandria City,2010,7,12.990538967741937
7133,New Hampshire,Hillsborough,2009,12,13.155579161290335
7134,North Carolina,Mecklenburg,2010,1,15.930665409090913
7135,Arizona,Maricopa,2011,10,25.16123522448979
7136,California,San Diego,2009,7,9.231781010752686
7137,California,San Diego,2009,9,14.392250655555545
7138,Pennsylvania,Allegheny,2009,5,14.016993000000006
7139,Arkansas,Pulaski,2010,3,9.948223516129044
